Depth,PHIS_SS,SP_NRM,AI,Freq,Amp,Phase
5216.5,0.304,-9.159,8933.2,8.95,1952.22,-93.45
5238.0,0.325,-12.701,6163.67,8.22,2352.89,-26.63
5259.5,0.339,-43.303,-994.13,7.34,2679.12,34.11
5281.0,0.328,-80.662,-7176.86,6.19,2987.15,87.36
5302.5,0.33,-64.71,-6325.82,4.86,3302.34,130.21
5324.0,0.317,-70.468,-1119.51,4.22,3544.26,162.79
5345.5,0.271,-72.353,2846.86,4.62,3567.4,-164.28
5367.0,0.344,-73.236,4311.0,4.98,3387.21,-125.57
5389.0,0.346,-10.45,2751.59,4.4,3245.18,-87.04
5410.5,0.354,-5.526,-1545.53,3.3,3368.75,-57.36
5432.0,0.358,-9.765,-4293.93,3.26,3707.45,-35.89
5453.5,0.361,-9.088,-3310.75,4.28,3924.38,-6.75
5475.0,0.38,-7.169,-1355.42,4.82,3873.48,30.5
5496.5,0.335,-32.889,551.4,4.6,3645.73,68.02
5518.0,0.375,-9.076,3149.04,4.42,3481.06,101.93
5539.5,0.372,-5.41,4723.29,4.92,3455.59,136.59
5561.0,0.354,-6.325,4214.07,5.78,3371.53,178.36
5583.0,0.385,-7.044,2432.67,6.17,3040.58,-133.68
5604.5,0.381,-3.882,-1649.49,4.79,2455.7,-85.86
5626.0,0.389,-6.156,-6839.57,1.79,1806.72,-59.34
5647.5,0.383,-2.373,-7304.78,3.55,1344.45,-58.15
5669.0,0.329,-49.677,-2925.12,9.05,1154.84,-4.22
5690.5,0.369,-4.707,873.59,12.57,1152.11,82.36
5712.0,0.378,-6.476,4195.66,12.79,1214.37,-169.09
5733.5,0.389,-2.189,7156.09,10.51,1237.15,-79.13
5755.0,0.353,-3.134,4922.02,8.75,1203.49,-5.96
5777.0,0.347,-7.904,-1033.76,6.35,1070.39,56.62
5798.5,0.358,-15.225,-3930.2,2.48,909.1,92.6
5820.0,0.388,-1.12,-3404.16,3.65,747.33,95.12
5841.5,0.374,1.169,-2150.4,8.37,710.86,149.22
5863.0,0.362,-1.1,34.2,10.25,694.3,-135.05
5884.5,0.366,-1.268,1824.54,10.73,679.54,-51.62
5906.0,0.383,-8.604,962.12,11.01,619.62,31.53
5971.0,0.374,-5.576,664.76,10.25,560.61,34.12
5992.5,0.363,-5.506,-354.24,8.71,594.08,102.73
6014.0,0.373,-4.241,-310.19,9.62,605.64,169.3
6078.5,0.368,-10.369,-897.29,8.11,684.36,161.67
6100.0,0.383,-3.455,-281.96,8.04,702.98,-137.88
6121.5,0.383,-6.679,465.37,13.91,729.64,-73.5
6143.0,0.338,0.002,-224.37,13.92,828.13,77.96
6165.0,0.364,-8.83,-830.58,7.72,1029.02,156.35
6186.5,0.343,-9.304,-216.71,5.17,1272.81,-162.21
6208.0,0.348,-7.255,1002.32,5.14,1586.53,-123.35
6229.5,0.355,-9.749,1737.42,5.3,1956.59,-82.42
6251.0,0.364,-9.873,785.27,5.12,2266.29,-41.04
6272.5,0.389,-5.249,-1571.24,4.47,2409.24,-3.0
6294.0,0.372,-7.293,-2789.66,3.73,2318.64,28.34
6315.5,0.376,-4.828,-1528.26,3.62,2023.53,54.88
6337.0,0.373,-1.89,662.93,4.21,1673.37,84.52
6358.5,0.389,-0.723,2239.61,4.51,1450.53,120.21
6380.5,0.373,-2.776,3054.01,1.29,1477.31,154.58
6423.5,0.38,-0.304,-1058.69,1.7,2128.99,128.0
6445.0,0.355,-1.424,-3517.93,5.24,2441.68,166.63
6466.5,0.301,-6.414,-2168.15,5.29,2634.53,-150.66
6488.0,0.334,-15.703,597.88,4.95,2785.65,-111.2
6509.5,0.309,-19.169,1474.06,4.97,2995.51,-73.91
6531.0,0.352,-2.775,355.39,5.33,3182.41,-34.13
6552.5,0.331,-13.145,-1691.73,5.51,3183.61,8.8
6574.5,0.352,-5.663,-2572.26,5.17,2925.22,51.36
6596.0,0.34,-10.618,-346.45,4.45,2506.71,89.11
6617.5,0.309,-18.524,3161.34,3.99,2156.6,120.41
6639.0,0.331,-2.86,4456.92,4.34,1976.26,150.98
6660.5,0.317,-2.827,2920.82,5.19,1823.63,-172.26
6682.0,0.326,-0.968,154.56,6.06,1601.86,-128.52
6703.5,0.328,-3.936,-2744.03,7.2,1293.36,-78.23
6725.0,0.347,-4.451,-4816.71,9.06,1004.9,-16.76
6746.5,0.327,-11.737,-4460.03,9.03,917.92,62.43
6768.5,0.284,-7.79,-1433.33,6.27,1058.15,123.45
6790.0,0.313,-18.74,2151.34,4.16,1293.65,159.71
6811.5,0.312,-10.405,4150.16,3.4,1542.92,-172.02
6833.0,0.337,-8.985,3876.12,3.26,1872.07,-147.45
6854.5,0.3,-31.506,2019.03,3.66,2469.36,-121.48
6876.0,0.317,-10.167,31.48,4.13,3388.43,-90.72
6897.5,0.337,-8.57,-1612.01,4.29,4418.72,-57.35
6919.0,0.332,-14.632,-3214.16,4.26,5228.47,-24.1
6940.5,0.303,-9.36,-4138.66,4.28,5550.09,8.75
6962.5,0.37,-6.289,-3455.9,4.32,5380.69,42.3
6984.0,0.347,-2.363,-744.26,4.14,5035.25,75.86
7005.5,0.345,-0.832,3642.13,3.65,4984.1,106.48
7027.0,0.305,-9.029,6887.04,3.33,5370.55,132.51
7048.5,0.347,-8.398,5944.64,3.6,5768.1,158.21
7070.0,0.312,-23.221,2010.19,4.09,5731.73,-171.61
7091.5,0.245,-19.177,-1896.93,4.22,5141.71,-138.35
7113.0,0.315,-19.231,-5160.25,3.9,4113.01,-106.06
7134.5,0.318,-32.619,-7295.47,3.06,2933.0,-77.88
7156.5,0.311,-59.74,-6471.42,0.04,2092.43,-58.61
7199.5,0.363,1.333,3991.27,0.81,2934.61,-91.68
7221.0,0.322,-54.236,8729.69,4.11,3968.31,-64.59
7242.5,0.279,-9.143,7961.83,4.75,4729.34,-27.97
7264.0,0.307,-23.291,1382.69,4.44,4990.7,9.12
7285.5,0.325,-72.647,-5026.53,3.48,4752.39,40.92
7307.0,0.327,-35.823,-5747.92,2.66,4265.86,63.2
7328.5,0.297,-15.172,-2508.16,2.91,4123.71,82.25
7350.5,0.403,-3.324,248.26,3.7,4656.96,108.41
7372.0,0.225,-53.593,1972.31,3.93,5469.48,139.68
7393.5,0.316,-6.386,3498.03,3.33,6091.91,169.46
7415.0,0.315,-29.624,3007.83,2.45,6278.41,-168.57
7436.5,0.174,-69.074,-335.34,2.36,6009.79,-152.56
7458.0,0.23,-2.26,-3156.38,3.04,5559.61,-131.93
7479.5,0.286,-1.483,-2907.13,3.49,5495.0,-105.37
7501.0,0.245,-2.858,-1447.78,3.4,6314.96,-77.72
7522.5,0.29,-42.178,-1001.37,3.05,7863.12,-52.56
7544.5,0.291,-36.929,-821.38,2.78,9516.91,-30.37
7566.0,0.335,-24.97,307.15,2.74,10716.87,-9.47
7587.5,0.309,-8.63,1813.16,2.91,11182.94,12.12
7609.0,0.294,-7.122,2326.37,3.24,11038.89,35.69
7630.5,0.284,-6.16,1172.89,3.61,11009.27,62.4
7652.0,0.282,-57.038,-320.15,3.88,12003.3,91.79
7673.5,0.279,-31.909,486.58,3.99,13888.83,122.6
7695.0,0.29,-16.771,3823.22,3.95,15546.46,153.64
7716.5,0.271,-8.465,5958.88,3.85,15971.7,-176.13
7738.5,0.276,-23.774,3157.0,3.75,14841.81,-146.59
7760.0,0.253,-19.089,-3912.43,3.67,12632.43,-117.98
7781.5,0.284,-11.009,-10726.66,3.74,10392.07,-89.62
7803.0,0.289,-10.925,-12572.04,3.8,9076.02,-59.99
7824.5,0.321,-9.687,-8761.31,3.69,8655.54,-30.58
7846.0,0.266,-10.481,-554.51,3.34,8330.41,-2.68
7867.5,0.312,-9.001,8767.59,2.17,7599.28,21.32
7889.0,0.273,-10.129,15212.01,0.18,6580.85,30.98
7910.5,0.279,-9.105,15222.4,0.31,5637.17,24.07
7932.5,0.325,-3.754,7249.65,2.49,5037.87,35.8
7954.0,0.361,-3.862,-5172.98,3.57,5081.92,62.65
7975.5,0.307,-14.607,-13482.84,3.48,6000.32,91.27
7997.0,0.317,-7.883,-12512.58,3.14,7579.82,116.65
8018.5,0.302,-10.469,-5533.79,3.25,9217.67,140.04
8040.0,0.327,-8.06,1806.12,3.77,10196.59,167.04
8061.5,0.295,-9.46,7384.11,4.13,10125.44,-161.44
8083.0,0.177,-26.066,8993.86,3.98,9055.71,-128.94
8104.5,0.303,-20.094,4017.76,3.34,7441.37,-99.68
8126.5,0.271,-82.436,-4372.71,2.73,6120.32,-77.06
8148.0,0.305,-65.754,-8524.45,2.72,5728.46,-57.31
8169.5,0.321,-8.016,-6162.33,2.95,5917.25,-34.83
8191.0,0.273,-22.628,-894.82,2.87,6024.28,-11.48
8212.5,0.284,-30.761,4033.23,2.54,5711.66,9.77
8234.0,0.318,-10.306,6782.66,1.95,5000.6,28.02
8255.5,0.324,-3.772,6489.32,0.75,4128.1,40.05
8277.0,0.313,-3.55,3725.26,0.24,3321.91,39.69
8298.5,0.253,-17.248,-608.24,1.36,2696.63,43.81
8320.5,0.298,-5.899,-4976.72,2.4,2286.74,60.82
8342.0,0.311,-5.831,-6717.62,2.5,2174.57,81.04
8363.5,0.245,-15.408,-4766.18,2.38,2482.47,99.67
8385.0,0.307,-12.143,-934.17,2.49,3103.2,118.05
8406.5,0.249,-43.806,2417.43,2.73,3749.26,138.37
8428.0,0.257,-46.605,4080.2,2.85,4182.84,160.37
8449.5,0.277,-17.535,3789.61,2.78,4275.63,-177.44
8471.0,0.303,-14.396,1863.19,2.69,4000.13,-156.44
8492.5,0.332,-12.926,-668.69,2.8,3437.06,-135.67
8514.5,0.281,-14.172,-2395.55,2.99,2782.52,-112.91
8536.0,0.312,-11.189,-2800.6,2.9,2320.63,-89.2
8557.5,0.284,-11.699,-2190.49,2.72,2278.64,-67.9
8579.0,0.311,-9.492,-643.6,3.26,2555.88,-47.04
8600.5,0.301,-9.38,1219.59,4.66,2795.56,-17.33
8622.0,0.291,-10.278,1693.85,6.21,2866.85,25.29
8643.5,0.283,-10.245,682.92,7.39,2822.39,79.07
8665.0,0.247,-8.969,809.42,7.8,2701.76,140.0
8686.5,0.286,-10.217,2810.6,7.24,2593.36,-159.81
8708.5,0.29,-29.01,3355.6,6.02,2589.32,-107.68
8730.0,0.274,-6.539,68.28,4.59,2737.77,-66.38
8751.5,0.303,-6.382,-4461.41,3.38,3059.2,-36.5
8773.0,0.311,-7.123,-5950.56,3.02,3365.24,-13.87
8794.5,0.317,-6.538,-3673.48,3.41,3448.53,10.41
8816.0,0.34,-4.764,-149.3,3.82,3271.83,38.98
8837.5,0.332,-6.515,2628.73,4.0,2940.7,69.65
8859.0,0.353,-4.741,4249.07,4.02,2645.64,100.98
8880.5,0.299,-9.277,4687.4,3.73,2523.98,132.08
8902.0,0.346,-1.202,3637.4,2.07,2559.55,158.83
8967.0,0.342,-1.479,-6127.2,2.7,3211.09,163.61
8988.5,0.343,-3.116,-4140.54,3.18,3361.27,-170.0
9010.0,0.358,-1.923,-3.13,2.53,3323.84,-147.1
9031.5,0.311,-2.899,2620.47,2.19,3213.84,-130.79
9053.0,0.334,-2.677,3113.71,2.75,3354.33,-113.15
9074.5,0.331,-1.424,2700.39,3.58,3984.25,-88.04
9096.0,0.352,-2.034,1371.93,4.05,4838.61,-57.53
9118.0,0.359,-2.954,-1387.55,4.13,5463.91,-25.21
9139.5,0.331,-1.435,-3993.75,3.93,5562.8,6.57
9161.0,0.321,-3.171,-3754.19,3.49,5061.38,35.84
9182.5,0.354,-2.089,-198.2,3.01,4113.01,60.74
9204.0,0.368,-2.345,3775.1,2.91,3040.08,82.48
9225.5,0.338,-3.83,5002.78,3.23,2155.48,105.95
9247.0,0.303,-7.39,3329.39,2.86,1661.89,132.55
9312.0,0.359,-2.937,-5417.09,2.59,1932.24,125.85
9333.5,0.375,-3.252,-4726.35,4.21,2126.39,158.62
9355.0,0.347,-3.411,-761.01,3.8,2170.14,-168.75
9376.5,0.357,-3.672,2768.21,3.5,2033.97,-142.39
9398.0,0.353,-2.711,3747.84,4.33,1806.16,-114.36
9419.5,0.36,-3.14,2831.83,5.71,1632.39,-75.18
9441.0,0.364,-5.59,529.18,6.83,1555.67,-25.68
9462.5,0.339,-5.557,-2059.45,7.34,1559.8,30.89
9484.0,0.362,-6.132,-2774.63,7.01,1615.44,88.27
9506.0,0.383,-5.955,-1000.76,6.18,1668.46,139.64
9527.5,0.359,-6.292,1643.04,5.34,1674.46,-175.82
9549.0,0.334,-6.664,2928.43,4.5,1582.91,-137.48
9570.5,0.369,-6.009,1746.72,3.79,1424.42,-105.95
9592.0,0.35,-5.044,-764.36,3.63,1319.41,-78.73
9613.5,0.368,-6.846,-2548.07,4.06,1314.31,-49.67
9635.0,0.369,-6.375,-2795.63,4.86,1308.31,-15.67
9656.5,0.375,-5.875,-1791.5,6.64,1255.07,25.71
9678.0,0.371,-7.127,36.67,10.59,1241.51,87.46
9700.0,0.352,-9.278,2214.7,10.95,1443.89,-169.91
9721.5,0.347,-7.858,3735.35,7.34,1926.34,-102.55
9743.0,0.354,-7.06,3162.27,5.59,2480.12,-55.95
9764.5,0.335,-7.495,63.74,4.87,2880.28,-15.82
9786.0,0.382,-5.987,-3524.88,4.31,3009.82,19.63
9807.5,0.354,-5.891,-4630.14,3.98,2883.8,51.14
9829.0,0.35,-4.796,-2588.81,3.97,2692.72,81.38
9850.5,0.363,-3.532,897.35,4.0,2655.61,112.79
9872.0,0.35,-5.924,3956.89,3.45,2774.88,143.4
9894.0,0.344,-7.134,4732.24,2.31,2892.23,166.32
9915.5,0.329,-8.985,2160.28,2.13,2851.55,179.31
9937.0,0.331,-9.422,-1533.49,3.19,2605.97,-160.68
9958.5,0.328,-7.272,-3211.82,3.54,2221.15,-131.12
9980.0,0.348,-6.369,-3152.38,2.14,1837.75,-105.74
10001.5,0.327,-6.857,-2473.92,1.52,1698.67,-97.92
10023.0,0.32,-7.637,-400.93,3.39,1943.71,-82.15
10044.5,0.338,-6.598,2212.3,5.34,2287.59,-45.3
10066.0,0.356,-6.639,2432.74,6.05,2521.58,0.67
10088.0,0.369,-7.225,452.38,5.98,2663.15,48.62
10109.5,0.34,-7.813,-437.14,5.46,2842.0,93.54
10131.0,0.336,-8.191,564.7,5.02,3141.22,133.36
10152.5,0.325,-6.503,1572.79,4.96,3455.29,171.48
10174.0,0.332,-5.792,1798.39,4.93,3750.85,-149.61
10195.5,0.328,-6.436,1128.03,4.6,4267.08,-112.02
10217.0,0.336,-6.869,-1031.34,4.17,5176.71,-78.22
10238.5,0.35,-6.605,-3594.71,4.05,6279.58,-47.23
10260.0,0.338,-7.114,-4599.0,4.3,7093.35,-15.31
10282.0,0.316,-7.659,-3983.01,4.61,7287.19,19.46
10303.5,0.329,-5.273,-2126.81,4.75,6957.53,56.22
10325.0,0.344,-4.308,1889.61,4.67,6492.4,93.2
10346.5,0.307,-7.914,7430.83,4.35,6244.82,128.66
10368.0,0.347,-4.219,10323.33,3.81,6163.6,160.78
10389.5,0.34,-5.883,6833.25,3.13,5877.75,-172.2
10411.0,0.342,-6.979,-1531.9,2.76,5202.72,-150.56
10432.5,0.342,-7.756,-8886.45,2.98,4282.24,-129.41
10454.0,0.334,-7.003,-10586.24,3.32,3451.97,-104.34
10476.0,0.328,-7.411,-7086.86,3.26,3139.57,-77.94
10497.5,0.334,-5.192,-1473.84,3.07,3439.52,-53.77
10519.0,0.28,-5.997,3763.13,3.26,3927.37,-30.37
10540.5,0.337,-6.19,6639.88,3.78,4214.97,-3.19
10562.0,0.319,-6.145,5972.69,4.22,4206.75,28.37
10583.5,0.326,-5.645,2884.08,4.45,4065.16,62.26
10605.0,0.308,-8.635,-55.28,4.64,4060.23,97.46
10626.5,0.286,-27.376,-1179.88,4.88,4203.84,134.26
10648.0,0.332,-5.194,-556.97,5.13,4221.69,173.21
10670.0,0.33,-3.174,221.75,5.27,3891.16,-146.04
10691.5,0.313,-4.769,-1025.97,5.17,3189.47,-104.94
10713.0,0.329,-3.484,-4183.47,4.35,2299.39,-65.83
10777.5,0.334,-6.033,2200.23,2.46,843.14,-125.6
10799.0,0.328,-4.723,5900.39,2.92,1213.89,-103.22
10820.5,0.305,-3.903,5955.57,3.13,1758.13,-80.32
10842.0,0.317,-2.814,3093.91,3.48,2330.25,-54.68
10864.0,0.331,-4.77,-794.02,3.87,2770.99,-26.26
10885.5,0.331,-4.701,-3859.6,4.31,2947.34,5.34
10907.0,0.338,-7.047,-4937.81,4.78,2855.23,40.62
10928.5,0.32,-8.804,-3531.55,5.21,2611.55,79.49
10950.0,0.319,-6.43,52.1,5.58,2354.45,121.47
10971.5,0.315,-6.601,3949.23,5.89,2159.01,166.05
10993.0,0.327,-4.943,5261.91,6.09,2003.53,-147.12
11014.5,0.321,-5.519,2825.47,6.01,1884.61,-99.41
11036.0,0.306,-5.475,-1326.53,5.69,1872.89,-53.78
11058.0,0.316,-8.069,-4251.82,5.38,1908.66,-11.09
11079.5,0.313,-18.117,-4700.38,5.15,1873.72,29.76
11101.0,0.324,-3.167,-2817.21,4.82,1758.36,68.87
11122.5,0.325,-2.803,729.2,4.06,1651.63,104.52
11144.0,0.279,-26.057,4189.12,2.63,1687.67,131.95
11165.5,0.317,-2.189,5043.12,1.47,1883.06,145.31
11187.0,0.323,0.552,2640.0,1.79,2116.04,154.73
11208.5,0.255,-10.161,-758.45,2.64,2279.0,173.16
11230.0,0.25,-12.956,-2751.34,2.92,2302.99,-164.31
11251.5,0.264,-4.738,-2903.49,3.12,2180.34,-141.47
11273.5,0.326,-10.247,-1812.25,3.58,2020.92,-115.93
11295.0,0.293,-11.354,-313.02,3.97,1989.72,-85.98
11316.5,0.322,-8.184,463.5,3.96,2122.06,-54.33
11338.0,0.29,-13.19,323.29,3.66,2280.7,-24.54
11359.5,0.325,-10.399,277.9,3.53,2318.04,2.55
11381.0,0.321,-9.98,745.11,3.81,2211.01,30.27
11402.5,0.303,-8.293,1121.72,4.29,2096.2,61.75
11424.0,0.308,-9.009,1037.51,4.67,2147.06,96.82
11445.5,0.31,-6.974,735.6,4.91,2344.43,134.29
11467.5,0.314,-6.327,545.28,4.99,2488.72,173.04
11489.0,0.319,-9.074,393.12,4.89,2444.94,-148.23
11510.5,0.325,-8.279,-305.09,4.61,2239.18,-111.04
11532.0,0.335,-7.158,-1784.6,4.15,2016.48,-76.75
11553.5,0.34,-5.883,-3070.65,3.53,1908.94,-46.69
11575.0,0.347,-6.056,-2755.95,2.81,1889.91,-21.94
11596.5,0.345,-5.437,-644.27,1.71,1878.1,-3.02
11661.5,0.326,-15.963,3596.1,1.08,2230.27,-7.11
11683.0,0.338,-16.706,1523.42,2.52,2402.35,10.18
11704.5,0.334,-16.828,-1373.12,2.73,2442.88,32.01
11726.0,0.335,-15.863,-3154.51,2.57,2412.05,52.61
11747.5,0.349,-15.272,-2899.87,2.6,2570.88,71.87
11769.0,0.356,-15.486,-1371.03,2.95,3163.44,92.95
11790.5,0.346,-16.392,357.62,3.33,4039.35,117.58
11812.0,0.354,-16.972,1941.36,3.51,4828.83,144.6
11833.5,0.349,-15.277,3012.31,3.46,5234.69,172.06
11855.5,0.357,-14.264,2639.83,3.29,5124.88,-161.65
11877.0,0.353,-15.191,495.15,3.15,4563.45,-136.84
11898.5,0.353,-14.015,-2209.21,3.21,3820.1,-112.73
11920.0,0.347,-14.904,-3676.53,3.59,3284.45,-86.96
11941.5,0.346,-14.76,-3210.97,4.08,3148.94,-56.99
11963.0,0.336,-14.563,-1734.26,4.39,3193.1,-23.58
11984.5,0.185,-15.912,94.01,4.49,3124.04,11.15
12006.0,0.358,-15.968,2214.17,4.53,2904.38,46.08
12027.5,0.356,-15.182,3832.03,4.63,2770.48,81.47
12049.5,0.35,-13.807,3821.68,4.7,2938.56,118.0
12071.0,0.356,-14.706,2245.39,4.58,3286.95,154.35
12092.5,0.349,-13.341,125.57,4.44,3564.5,-170.86
12114.0,0.347,-12.532,-1598.79,4.44,3713.44,-136.81
12135.5,0.35,-14.384,-2480.44,4.55,3919.45,-101.97
12157.0,0.342,-19.697,-2990.12,4.59,4277.07,-66.15
12178.5,0.346,-19.952,-3792.03,4.39,4604.44,-30.72
12200.0,0.342,-18.077,-3809.32,3.81,4654.18,1.98
12221.5,0.329,-18.51,-1092.88,2.67,4311.03,28.41
12243.5,0.341,-17.699,3711.27,1.09,3677.99,43.49
12265.0,0.34,-16.579,7074.55,0.29,3025.45,45.33
12286.5,0.303,-17.788,6276.1,1.13,2668.08,47.97
12308.0,0.322,-18.69,1785.33,2.5,2955.15,62.94
12329.5,0.232,-19.873,-3418.71,3.33,3925.3,86.7
12351.0,0.328,-18.233,-5950.14,3.73,5197.02,114.64
12372.5,0.31,-19.792,-4403.03,3.96,6309.64,144.56
12394.0,0.309,-18.649,-248.3,4.17,6895.64,176.09
12415.5,0.331,-17.231,3592.67,4.34,6853.28,-150.76
12437.5,0.313,-17.526,4476.87,4.43,6447.43,-116.51
12459.0,0.326,-16.971,1528.98,4.47,6170.33,-81.94
12480.5,0.315,-15.839,-3232.83,4.53,6235.21,-47.17
12502.0,0.334,-15.484,-6308.23,4.64,6304.15,-11.59
12523.5,0.31,-15.127,-5482.18,4.71,5974.48,24.88
12545.0,0.338,-15.443,-782.35,4.71,5196.94,61.56
12566.5,0.326,-14.263,5422.64,4.67,4242.85,97.9
12588.0,0.328,-14.367,9325.24,4.73,3444.56,134.08
12609.5,0.334,-20.85,8275.77,4.98,2889.27,171.27
12631.5,0.331,-19.853,2672.06,5.86,2441.75,-148.7
12653.0,0.326,-19.831,-4633.14,13.55,2071.52,-97.8
12674.5,0.322,-18.854,-9808.15,13.92,1978.55,61.64
12696.0,0.322,-18.033,-9815.18,6.67,2232.72,123.36
12717.5,0.306,-19.231,-4364.81,5.16,2548.03,165.15
12739.0,0.336,-17.251,3338.6,4.8,2708.36,-156.53
12760.5,0.319,-15.537,8384.92,4.55,2714.9,-120.31
12782.0,0.329,-15.991,7815.84,4.33,2709.41,-85.95
12803.5,0.339,-16.412,2779.72,4.15,2795.74,-53.14
12825.5,0.335,-16.522,-2893.83,3.91,2875.96,-21.61
12847.0,0.336,-16.915,-5711.0,3.45,2784.49,7.59
12868.5,0.33,-16.898,-4474.42,2.56,2477.87,31.97
12890.0,0.315,-26.17,-706.96,0.98,2047.44,47.26
12954.5,0.305,-20.667,2350.96,1.9,1531.63,47.05
12976.0,0.301,-18.581,-432.26,3.15,1957.92,68.63
12997.5,0.29,-17.462,-2583.04,3.63,2658.77,95.87
13019.5,0.308,-16.306,-2621.93,3.75,3437.99,124.91
13041.0,0.309,-15.207,-665.63,3.69,4055.1,154.02
13062.5,0.305,-13.842,1665.18,3.47,4319.7,-177.83
13084.0,0.296,-12.177,2526.3,3.09,4158.26,-152.07
13105.5,0.307,-11.689,1282.24,2.66,3674.77,-129.79
13127.0,0.303,-9.844,-942.54,2.39,3231.84,-110.79
13148.5,0.304,-6.12,-2326.26,2.45,3387.21,-92.7
13170.0,0.312,-4.336,-1980.07,2.84,4264.51,-72.7
13191.5,0.319,-7.227,-491.12,3.4,5367.67,-48.67
13213.5,0.315,-7.929,625.23,3.94,6184.33,-19.87
13235.0,0.324,-10.09,306.32,4.3,6491.01,12.42
13256.5,0.32,-10.275,-597.02,4.5,6462.11,46.91
13278.0,0.334,-10.349,-183.42,4.6,6596.86,82.29
13299.5,0.302,-9.188,1932.49,4.67,7204.64,118.34
13321.0,0.314,-17.277,4192.97,4.66,7946.69,154.84
13342.5,0.318,-17.212,4756.01,4.56,8324.85,-169.36
13364.0,0.315,-15.118,2653.31,4.36,8374.76,-134.47
13385.5,0.305,-13.368,-1719.91,4.03,8795.21,-101.73
13407.5,0.322,-13.48,-6655.05,3.77,10193.93,-71.96
13429.0,0.325,-12.507,-8960.79,3.66,12140.69,-43.22
13450.5,0.309,-11.999,-7528.44,3.55,13641.08,-15.18
13472.0,0.276,-14.908,-2994.52,3.43,13971.63,11.85
13493.5,0.295,-14.36,2973.24,3.31,12976.43,38.11
13515.0,0.318,-16.842,8308.9,3.15,11108.94,63.18
13536.5,0.31,-14.858,10976.92,2.97,9361.23,86.95
13558.0,0.325,-18.442,9639.14,2.78,8770.57,109.22
13579.5,0.315,-14.542,4496.89,2.56,9337.08,130.02
13601.5,0.299,-11.51,-2389.39,2.26,10148.48,149.03
13623.0,0.315,-22.804,-8252.3,1.79,10583.56,165.07
13644.5,0.304,-26.0,-10944.19,1.18,10586.71,176.82
13666.0,0.304,-18.388,-9659.85,0.78,10389.92,-176.55
13687.5,0.279,-21.288,-4936.81,0.96,10171.88,-171.1
13709.0,0.275,-21.549,1573.09,1.59,9865.87,-161.61
13730.5,0.295,-3.981,7413.22,2.18,9304.09,-146.48
13752.0,0.283,-17.907,10037.68,2.58,8553.42,-127.72
13773.5,0.315,-14.72,8131.87,2.92,8152.52,-106.43
13795.0,0.282,-18.29,2785.96,3.23,8721.33,-82.42
13817.0,0.303,-23.085,-3785.69,3.49,9990.34,-56.23
13838.5,0.342,-29.992,-8835.98,3.68,11021.34,-28.29
13860.0,0.319,-16.121,-9772.98,3.81,11106.73,0.84
13881.5,0.312,-14.845,-5350.01,3.96,10072.69,30.78
13903.0,0.303,-15.641,2553.62,4.27,8245.71,62.32
13924.5,0.309,-13.536,9555.59,4.88,6256.46,97.05
13946.0,0.314,-12.881,11730.74,5.92,4748.32,138.0
13967.5,0.292,-11.45,7966.62,6.87,4123.97,-171.1
13989.0,0.294,-15.891,265.41,6.66,4379.07,-115.43
14011.0,0.304,-9.697,-7648.61,5.59,5174.23,-67.67
14032.5,0.319,-20.51,-12046.09,4.72,6040.38,-28.7
14054.0,0.318,-36.297,-11185.13,4.29,6574.87,5.65
14075.5,0.322,-20.133,-5818.21,4.06,6684.83,37.8
14097.0,0.251,-19.168,1739.65,3.95,6728.42,68.74
3556.5,0.404,-1.219,-4172.59,5.04,7394.36,-82.35
3578.0,0.373,1.902,-14308.18,5.23,6922.29,-44.69
3599.5,0.371,-46.507,-16537.2,6.47,6585.73,-1.22
3621.5,0.379,-68.351,-11855.23,8.2,6059.09,55.69
3643.0,0.364,-66.847,-486.75,10.18,5200.08,126.09
3664.5,0.382,-1.598,17297.0,12.09,4193.43,-146.37
3686.0,0.365,-3.686,23345.39,11.24,3430.94,-46.2
3707.5,0.392,-6.871,9817.33,6.89,3064.42,28.04
3729.0,0.395,-3.255,-5542.38,4.45,3405.93,60.72
3750.5,0.352,-24.066,-13304.37,5.81,4152.64,97.08
3772.0,0.417,-8.189,-13442.85,7.09,4798.57,150.93
3793.5,0.389,-3.509,-3709.53,6.77,5256.14,-152.82
3815.0,0.413,-1.005,6582.04,5.42,5617.29,-103.99
3837.0,0.395,-2.933,6720.88,4.6,6188.0,-68.74
3858.5,0.313,-5.073,2149.56,5.4,6759.23,-32.53
3880.0,0.408,-7.101,-3034.3,6.41,7008.33,15.02
3901.5,0.32,-68.061,-7921.58,6.56,6834.85,66.96
3923.0,0.392,-1.75,-4188.23,5.91,6367.7,116.89
3944.5,0.353,-5.281,7409.93,4.32,5869.07,158.7
3966.0,0.368,-73.717,12821.69,2.97,5512.09,-175.99
3987.5,0.344,-22.851,6654.27,3.76,5081.03,-155.27
4009.0,0.339,-57.946,-1891.08,5.5,4823.43,-117.6
4031.0,0.399,1.644,-6852.76,6.44,4842.88,-69.91
4052.5,0.35,-69.064,-10005.56,7.03,4967.64,-17.73
4074.0,0.348,-69.881,-10644.18,7.6,5192.96,39.18
4095.5,0.379,-57.559,-5689.84,7.84,5472.81,100.19
4117.0,0.376,-40.559,5035.23,7.61,5689.74,160.93
4138.5,0.387,-2.363,15524.35,7.17,5980.49,-141.65
4160.0,0.334,-60.136,16906.17,6.66,6299.29,-87.83
