Depth,PHIS_SS,SP_NRM,AI,Freq,Amp,Phase
6639.0,0.288,-19.037,-957.61,2.8,3821.73,115.51
6660.5,0.263,-11.431,2788.97,1.59,3244.44,132.54
6682.0,0.31,-3.124,1672.86,1.39,3108.21,140.11
6703.5,0.305,-6.724,-2419.51,2.63,3053.64,154.15
6725.0,0.265,-35.141,-4390.57,3.95,2853.95,-179.11
6746.5,0.298,-7.878,-2631.36,4.83,2485.87,-144.61
6811.5,0.324,-22.103,367.3,4.4,2373.34,141.53
6833.0,0.315,-10.232,2844.73,3.37,2750.56,172.11
6854.5,0.307,-5.67,4874.67,2.39,2994.16,-166.24
6876.0,0.346,-4.261,3738.31,2.21,3009.35,-150.72
6897.5,0.315,-10.244,648.73,2.73,2866.19,-131.98
6919.0,0.271,-22.776,-1870.61,3.1,2825.96,-108.42
6940.5,0.298,-9.212,-3331.97,3.1,3171.93,-83.84
6962.5,0.3,-3.034,-3931.57,3.01,3891.42,-60.27
6984.0,0.333,-1.953,-3270.44,2.97,4681.77,-37.16
7005.5,0.32,-3.447,-1465.41,2.84,5250.58,-14.19
7027.0,0.266,-10.241,845.86,2.55,5445.78,6.93
7048.5,0.264,-18.408,3104.64,2.44,5265.9,25.46
7070.0,0.303,-36.556,4115.73,2.76,4903.98,44.8
7091.5,0.334,-11.331,2764.89,3.28,4819.32,68.35
7113.0,0.347,-2.235,125.95,3.63,5430.2,95.67
7134.5,0.297,-20.401,-1174.86,3.72,6533.84,124.62
7156.5,0.329,-12.825,-222.54,3.63,7537.36,153.35
7178.0,0.358,-9.166,1106.65,3.5,7966.1,-178.98
7199.5,0.259,-9.694,742.22,3.4,7670.97,-152.29
7221.0,0.333,-4.897,-1358.82,3.32,6923.94,-126.28
7242.5,0.202,-14.983,-3679.57,3.32,6411.11,-100.7
7264.0,0.314,-43.593,-4521.14,3.42,6768.1,-74.74
7285.5,0.279,-11.248,-3414.78,3.58,7743.63,-47.61
7307.0,0.355,-3.13,-1349.92,3.72,8524.22,-19.16
7328.5,0.322,-3.615,694.46,3.75,8557.14,10.19
7350.5,0.278,-16.761,2930.02,3.53,7733.66,38.97
7372.0,0.298,-29.13,5883.13,3.07,6332.27,64.95
7393.5,0.308,-20.735,7898.03,2.59,4965.39,86.66
7415.0,0.362,-6.12,6166.59,2.39,4405.21,105.21
7436.5,0.278,-26.587,627.04,2.51,4837.75,123.81
7458.0,0.297,-5.594,-5310.32,2.74,5614.35,144.23
7479.5,0.347,-2.521,-8141.69,2.98,6139.21,166.33
7501.0,0.316,-4.506,-6904.43,3.29,6146.56,-169.59
7522.5,0.338,-3.371,-2892.51,3.65,5649.94,-142.69
7544.5,0.328,-1.919,1366.89,3.95,4913.06,-112.87
7566.0,0.351,-0.756,3159.61,4.03,4337.69,-81.44
7587.5,0.308,-2.516,1841.82,3.94,4160.24,-50.28
7609.0,0.336,-3.041,-133.02,3.84,4181.49,-20.36
7630.5,0.32,-6.176,-236.26,3.97,4050.15,9.33
7652.0,0.319,-4.305,1289.98,4.37,3677.42,41.33
7673.5,0.286,-7.33,2670.98,4.79,3257.09,77.16
7695.0,0.283,-6.62,3152.63,4.94,3028.11,115.71
7716.5,0.266,-10.216,2836.09,4.69,3008.03,153.89
7738.5,0.318,-2.531,1205.02,4.18,2997.51,-171.45
7760.0,0.291,-6.039,-1879.38,3.79,2882.55,-141.23
7781.5,0.3,-15.417,-4689.23,3.8,2826.8,-112.6
7803.0,0.332,-2.851,-5222.94,4.03,3077.35,-82.21
7824.5,0.319,-2.625,-3657.71,4.14,3554.83,-50.02
7846.0,0.266,-1.962,-1528.63,4.04,3955.79,-17.93
7867.5,0.278,-11.91,595.96,3.86,4070.41,12.6
7889.0,0.304,-8.428,2814.41,3.89,3902.64,42.01
7910.5,0.313,-6.562,4357.35,4.25,3698.38,72.97
7932.5,0.18,-57.182,4399.77,4.81,3706.26,108.04
7954.0,0.298,-7.771,3611.87,5.35,3827.06,147.7
7975.5,0.288,-34.766,2777.43,5.76,3818.33,-168.87
7997.0,0.297,-83.893,696.74,5.97,3596.99,-122.94
8018.5,0.298,-68.932,-3856.42,5.92,3266.95,-76.15
8040.0,0.32,-10.296,-8666.47,5.48,3001.27,-31.06
8061.5,0.292,-6.153,-9360.71,4.69,2817.99,8.9
8083.0,0.297,-4.905,-4280.96,3.89,2674.19,41.65
8104.5,0.28,-25.131,3306.11,3.53,2780.57,69.32
8126.5,0.234,-10.822,8395.89,3.58,3361.55,96.37
8148.0,0.295,-3.696,8726.63,3.76,4237.8,124.88
8169.5,0.311,-1.937,5578.77,3.92,5010.71,154.78
8191.0,0.341,-5.02,1505.11,4.04,5364.5,-174.22
8212.5,0.298,-10.258,-1795.91,4.07,5245.76,-142.5
8234.0,0.264,-9.732,-4250.02,3.95,4930.85,-111.02
8255.5,0.323,-4.303,-6342.83,3.7,4893.91,-81.19
8277.0,0.273,-2.444,-7146.73,3.47,5324.4,-53.66
8298.5,0.256,-7.28,-5060.48,3.44,5851.46,-27.39
8320.5,0.282,-5.483,-532.84,3.6,6007.57,-0.3
8342.0,0.308,-4.274,3972.19,3.72,5604.61,28.45
8363.5,0.261,-10.845,6806.72,3.63,4736.08,57.49
8385.0,0.28,-64.111,7739.06,3.31,3697.62,84.81
8406.5,0.264,-9.685,6308.95,2.93,2885.73,108.89
8428.0,0.291,-3.89,2176.71,2.8,2521.37,130.26
8449.5,0.315,-1.355,-3147.41,2.86,2426.48,152.32
8471.0,0.332,-1.355,-6772.98,2.08,2336.97,174.58
8536.0,0.303,-25.659,-2267.23,2.79,1833.27,179.58
8557.5,0.264,-5.515,2982.42,4.58,1660.93,-147.97
8579.0,0.281,-4.884,6790.25,4.93,1485.32,-109.33
8643.5,0.261,-74.607,-1519.47,4.5,1662.97,-168.33
8665.0,0.248,-72.522,-1056.5,4.04,1845.78,-134.52
8686.5,0.266,-36.973,-50.29,3.42,2214.11,-105.65
8708.5,0.275,-0.988,-548.99,3.1,2868.06,-81.44
8730.0,0.3,-1.334,-1613.76,3.32,3687.55,-57.61
8751.5,0.276,-3.124,-2039.16,3.83,4361.65,-29.95
8773.0,0.264,-65.348,-2179.21,4.23,4628.76,1.77
8794.5,0.263,-71.296,-2062.3,4.39,4419.53,35.63
8816.0,0.256,-78.87,-299.91,4.4,3864.75,69.93
8837.5,0.167,-39.115,3341.16,4.34,3237.44,103.88
8859.0,0.232,-28.164,6417.9,4.29,2774.82,137.32
8880.5,0.277,-24.326,6026.05,4.28,2448.73,170.49
8902.0,0.319,-3.649,1708.82,4.32,2087.09,-156.22
8924.0,0.264,-21.143,-4094.52,4.57,1631.62,-122.44
8988.5,0.246,-23.124,-3025.43,5.49,569.37,153.01
9010.0,0.263,-56.651,2532.2,5.35,516.11,-167.04
9031.5,0.224,-82.178,6238.76,5.85,473.58,-124.03
9053.0,0.086,-78.32,6113.52,7.18,402.63,-76.31
9118.0,0.252,-2.539,-2557.66,8.92,570.97,-93.74
9139.5,0.275,-3.151,-2461.3,8.63,790.95,-24.13
9161.0,0.266,-2.484,-2328.66,7.7,1071.36,40.13
9182.5,0.22,-52.581,-2129.45,6.62,1396.77,95.42
9204.0,0.211,-31.594,-457.72,5.61,1676.02,142.83
9225.5,0.242,-86.058,2390.13,4.5,1831.91,-177.46
9247.0,0.246,-84.293,3836.8,3.26,1876.98,-147.28
9268.5,0.24,-62.489,2359.87,2.56,1994.44,-126.84
9290.0,0.224,-89.102,-355.63,2.93,2478.53,-107.49
9312.0,0.123,-51.518,-1809.9,3.71,3341.32,-81.42
9333.5,0.248,-20.286,-1862.01,4.24,4273.12,-49.85
9355.0,0.228,-1.954,-2098.34,4.47,4938.78,-15.63
9376.5,0.278,-1.889,-2893.08,4.52,5185.22,19.45
9398.0,0.25,-2.524,-2582.52,4.51,5156.89,54.55
9419.5,0.218,-52.587,248.7,4.48,5221.28,89.43
9441.0,0.266,-71.297,4681.32,4.44,5565.07,124.05
9462.5,0.23,-67.201,7871.08,4.42,5908.02,158.41
9484.0,0.204,-16.323,7198.74,4.4,5864.57,-167.34
9506.0,0.177,-4.23,2214.34,4.34,5333.14,-133.33
9527.5,0.222,2.228,-4975.04,4.26,4550.46,-99.95
9549.0,0.226,-8.015,-10514.74,4.2,3906.6,-67.22
9570.5,0.19,-36.509,-11088.23,4.21,3566.61,-34.75
9592.0,0.246,-11.55,-6202.27,4.29,3311.63,-1.89
9613.5,0.218,-21.433,1651.01,4.41,2897.0,31.9
9635.0,0.261,-1.953,8779.69,4.55,2294.97,66.52
9700.0,0.234,-3.996,2705.27,5.45,1153.28,-14.98
9721.5,0.263,-2.551,-5271.87,4.27,1188.77,19.2
9743.0,0.263,-2.105,-10014.08,4.03,1184.38,51.35
9764.5,0.268,-1.357,-9180.56,3.75,1128.3,81.67
9786.0,0.248,-3.824,-3852.13,3.24,1115.71,109.52
9807.5,0.244,-4.327,2458.19,2.18,1217.89,132.0
9829.0,0.238,-3.072,6127.11,1.07,1398.24,143.39
9850.5,0.289,-1.24,5651.4,1.43,1584.94,148.64
9872.0,0.289,0.919,2549.18,2.9,1699.39,165.51
9894.0,0.257,0.409,-305.82,3.87,1685.77,-166.41
9915.5,0.286,-0.77,-1628.79,4.13,1548.61,-134.36
9937.0,0.24,-3.207,-2169.12,4.12,1362.77,-102.29
9958.5,0.238,-5.663,-2405.51,4.24,1247.19,-70.4
9980.0,0.236,-4.331,-1960.52,4.71,1282.96,-36.53
10001.5,0.224,-15.165,-732.74,5.4,1466.07,2.74
10023.0,0.22,-12.508,555.5,5.75,1813.33,47.22
10044.5,0.224,-7.808,1285.23,5.6,2324.11,91.98
10066.0,0.224,-2.424,1772.69,5.25,2856.21,134.09
10088.0,0.244,-3.027,2543.44,4.93,3207.58,173.48
10109.5,0.271,-0.678,3076.03,4.62,3291.97,-149.45
10131.0,0.234,-19.881,1914.38,4.26,3229.09,-114.86
10152.5,0.207,-45.164,-1456.01,3.81,3303.47,-83.41
10174.0,0.252,-13.987,-5163.97,3.35,3678.94,-55.72
10195.5,0.247,-35.326,-6289.52,3.03,4167.16,-31.41
10217.0,0.242,-82.048,-3789.69,2.95,4466.76,-8.67
10238.5,0.19,-54.206,564.75,3.02,4406.2,14.4
10260.0,0.172,-61.33,4132.8,3.03,3978.72,38.15
10282.0,0.164,-60.574,5547.11,2.88,3340.34,61.41
10303.5,0.177,-66.541,4834.59,2.64,2837.98,82.84
10325.0,0.17,-40.052,2496.94,2.5,2896.14,102.41
10346.5,0.153,-11.013,-634.6,2.56,3510.59,121.66
10368.0,0.133,-5.578,-3217.58,2.73,4272.72,142.08
10389.5,0.281,-0.729,-4040.71,2.89,4841.12,164.01
10411.0,0.236,0.442,-2943.67,2.96,5032.88,-173.14
10432.5,0.22,-4.89,-942.64,2.98,4827.27,-150.13
10454.0,0.188,-5.753,697.54,3.05,4418.85,-126.97
10476.0,0.209,-0.161,1420.45,3.22,4250.9,-102.85
10497.5,0.24,-3.719,1238.93,3.42,4690.73,-77.05
10519.0,0.175,-7.266,195.62,3.56,5510.18,-49.75
10540.5,0.183,-3.548,-1316.02,3.56,6177.47,-21.88
10562.0,0.159,-37.207,-2071.71,3.43,6329.28,5.44
10583.5,0.18,-6.04,-890.06,3.25,5883.42,31.34
10605.0,0.11,-7.783,1819.4,3.16,5035.28,55.86
10626.5,0.22,-45.929,4029.39,3.27,4209.01,80.34
10648.0,0.236,-0.761,4092.35,3.58,3832.64,106.67
10670.0,0.266,-0.183,2293.73,3.97,3880.26,135.95
10691.5,0.266,0.418,20.81,4.38,3928.92,168.33
10713.0,0.246,-1.342,-2028.46,4.87,3702.12,-156.01
10734.5,0.263,-0.545,-3956.1,5.5,3233.5,-116.06
10756.0,0.261,0.448,-5403.42,6.02,2756.02,-70.67
10777.5,0.161,-4.23,-5179.85,5.87,2481.91,-22.65
10799.0,0.244,-0.033,-2516.8,5.07,2446.68,20.46
10820.5,0.27,1.014,1640.97,4.29,2701.16,56.1
10842.0,0.246,1.5,5152.59,3.84,3387.81,87.0
10864.0,0.236,1.027,6459.65,3.61,4423.6,115.63
10885.5,0.218,-0.846,5480.71,3.45,5479.88,142.98
10907.0,0.185,-1.993,3016.52,3.3,6204.51,169.18
10928.5,0.218,-0.183,-120.7,3.13,6363.82,-165.84
10950.0,0.217,1.024,-3242.6,2.92,5914.06,-142.29
10971.5,0.218,1.021,-5568.23,2.68,5031.47,-120.52
10993.0,0.23,0.368,-6192.04,2.45,4127.36,-100.65
11014.5,0.259,0.954,-4576.07,2.26,3793.76,-82.45
11036.0,0.172,-10.228,-1203.5,2.11,4313.61,-65.52
11058.0,0.167,-14.352,2459.69,1.98,5319.63,-49.63
11079.5,0.183,-27.452,4862.93,1.86,6386.26,-34.87
11101.0,0.197,-28.064,5252.55,1.86,7271.65,-20.79
11122.5,0.167,-0.261,3734.91,2.04,7813.51,-6.0
11144.0,0.242,3.989,910.93,2.33,7878.7,10.95
11165.5,0.172,-3.126,-2141.76,2.56,7405.61,30.12
11187.0,0.177,-0.047,-3909.48,2.68,6497.81,50.67
11208.5,0.183,-32.918,-3349.4,2.7,5527.03,71.7
11230.0,0.188,-66.588,-844.38,2.67,5119.83,92.56
11251.5,0.175,-30.13,1899.34,2.68,5609.32,113.2
11273.5,0.135,-50.633,3185.64,2.74,6532.61,134.13
11295.0,0.132,-36.478,2571.81,2.81,7250.55,155.68
11316.5,0.129,-42.978,705.61,2.85,7404.93,177.71
11338.0,0.232,-20.437,-1507.9,2.88,6911.76,-160.08
11359.5,0.167,-31.636,-3214.66,2.94,5897.0,-137.66
11381.0,0.175,-17.976,-3688.58,3.11,4639.53,-114.42
11402.5,0.157,-35.092,-2724.68,3.38,3495.1,-89.44
11424.0,0.175,-38.207,-897.95,3.77,2753.42,-61.95
11445.5,0.159,-15.141,983.61,4.4,2412.24,-30.93
11467.5,0.212,-0.015,2529.76,5.64,2213.83,6.34
11489.0,0.159,0.593,3655.49,7.32,2013.05,56.62
11510.5,0.253,5.219,4063.98,7.41,1865.6,120.02
11532.0,0.257,1.018,3250.15,5.69,1824.89,171.59
11553.5,0.199,-1.452,1104.39,4.28,1840.01,-151.73
11575.0,0.175,-11.884,-1690.99,3.63,1911.12,-122.03
11596.5,0.178,-17.149,-3968.38,3.36,2165.76,-95.34
11618.0,0.172,-6.17,-4799.86,3.22,2650.2,-69.92
11639.5,0.175,-11.469,-4018.25,3.08,3206.44,-45.34
11661.5,0.222,-13.282,-2057.34,2.8,3634.4,-22.19
11683.0,0.202,-22.61,537.83,2.31,3822.11,-1.94
11704.5,0.262,-2.053,3149.34,1.68,3771.47,13.6
11726.0,0.247,-17.338,4783.14,1.18,3568.12,24.08
11747.5,0.283,-6.766,4446.13,1.01,3310.54,31.86
11769.0,0.261,-20.961,2140.52,1.12,3043.96,39.76
11790.5,0.277,-3.653,-935.65,1.37,2777.06,49.18
11812.0,0.277,-31.382,-3314.15,1.72,2619.22,61.09
11833.5,0.305,-12.695,-4090.2,2.05,2919.68,75.8
11855.5,0.304,-20.778,-3128.72,2.33,3940.86,92.92
11877.0,0.245,-20.969,-928.1,2.54,5463.58,111.92
11898.5,0.25,-19.101,1639.98,2.69,7064.26,132.31
11963.0,0.273,-2.297,2825.46,2.73,8796.4,-162.88
11984.5,0.291,-5.4,-171.28,2.53,7886.82,-142.18
12006.0,0.319,-4.376,-3655.05,2.14,6455.9,-123.56
12027.5,0.289,-7.777,-5913.03,1.48,4833.81,-109.03
12049.5,0.283,-5.293,-5443.21,0.85,3458.69,-100.61
12071.0,0.286,-5.14,-1850.17,0.84,3070.4,-95.88
12092.5,0.289,-10.351,3356.27,1.44,4175.62,-87.61
12114.0,0.304,-5.102,7019.1,2.02,6201.35,-73.55
12135.5,0.255,-9.375,6482.49,2.28,8574.47,-56.26
12157.0,0.305,-6.983,2074.43,2.31,10891.27,-38.18
12178.5,0.307,-7.817,-3028.64,2.32,12760.17,-20.34
12200.0,0.315,-9.905,-5654.84,2.43,13812.97,-2.18
12221.5,0.322,-6.708,-5172.62,2.64,13800.17,17.39
12243.5,0.296,-6.483,-2861.87,2.85,12739.23,38.77
12265.0,0.247,-6.555,161.98,2.98,11083.34,61.59
12286.5,0.295,-5.718,3608.82,3.0,9786.28,85.02
12308.0,0.253,-3.797,6768.75,2.9,9788.06,108.12
12329.5,0.207,-15.207,7740.42,2.71,10904.54,130.05
12351.0,0.225,-13.982,4792.97,2.48,12123.78,150.22
12372.5,0.321,-5.347,-1441.49,2.28,12719.74,168.59
12394.0,0.323,-3.344,-7714.95,2.16,12460.05,-174.37
12415.5,0.307,-6.552,-10419.12,2.13,11412.16,-157.85
12437.5,0.209,-20.506,-8191.48,2.14,9782.33,-141.33
12459.0,0.223,-3.823,-2634.06,2.14,7845.5,-124.7
12480.5,0.27,-1.982,3136.18,2.1,5956.89,-108.18
12502.0,0.287,-3.186,6541.66,2.01,4638.85,-92.15
12523.5,0.264,-3.431,6753.83,1.91,4473.76,-76.95
12545.0,0.258,-4.167,4613.17,1.85,5343.49,-62.51
12566.5,0.271,12.237,1641.82,1.9,6560.44,-48.2
12588.0,0.278,12.227,-959.13,2.04,7645.57,-33.05
12609.5,0.291,11.959,-2680.45,2.21,8338.93,-16.47
12631.5,0.313,12.304,-3361.26,2.33,8491.98,1.28
12653.0,0.32,-22.951,-2848.6,2.39,8055.57,19.66
12674.5,0.322,-1.975,-1260.94,2.46,7105.85,38.4
12696.0,0.321,-4.229,685.12,2.61,5875.28,57.91
12717.5,0.339,0.964,2055.98,2.85,4762.12,78.95
12739.0,0.349,-3.306,2469.3,3.15,4188.02,102.11
12760.5,0.356,-3.352,2166.95,3.54,4156.01,127.9
12782.0,0.32,0.084,1450.67,4.09,4209.84,157.04
12803.5,0.322,-0.432,197.59,5.1,4022.12,-168.59
12825.5,0.33,3.476,-1842.99,6.84,3622.6,-123.74
12847.0,0.365,-0.548,-4202.82,7.67,3250.06,-62.51
12868.5,0.371,-2.868,-5447.13,6.3,3075.91,-4.69
12890.0,0.368,-2.958,-4177.49,4.5,3108.18,35.33
12911.5,0.351,0.667,-408.95,3.51,3489.1,65.1
12933.0,0.333,0.616,4103.15,3.04,4514.98,89.88
12954.5,0.36,-2.895,6965.78,2.83,6147.2,112.28
12976.0,0.375,-8.321,6814.2,2.76,7986.5,133.83
12997.5,0.36,-5.688,4085.91,2.74,9560.47,155.17
13019.5,0.366,-2.342,291.06,2.72,10477.85,176.35
13041.0,0.349,-4.105,-3127.65,2.7,10517.31,-162.68
13062.5,0.332,-4.897,-5235.8,2.73,9709.91,-141.77
13084.0,0.384,-19.875,-5541.35,2.83,8429.67,-120.31
13105.5,0.373,-7.61,-4218.65,2.94,7419.97,-97.86
13127.0,0.368,-6.774,-2298.95,3.03,7383.83,-74.63
13148.5,0.352,-5.293,-638.21,3.07,8122.55,-50.88
13170.0,0.362,-6.106,739.54,3.04,8797.77,-27.03
13191.5,0.376,-9.655,2404.17,2.92,8821.32,-3.77
13213.5,0.373,-9.98,4544.41,2.75,8054.81,18.31
13235.0,0.378,-11.781,6176.5,2.58,6678.1,38.9
13256.5,0.379,-10.759,5757.96,2.52,5020.98,58.41
13278.0,0.376,-10.811,2723.98,2.66,3418.43,78.06
13299.5,0.377,-17.657,-1690.48,3.2,2141.74,99.74
13321.0,0.38,-16.328,-5295.77,6.05,1455.47,127.67
13342.5,0.354,-17.376,-6520.77,11.2,1562.96,-166.39
13364.0,0.358,-21.59,-5284.48,9.31,2122.58,-58.44
13385.5,0.323,-14.386,-2669.52,4.11,2730.08,-21.83
13407.5,0.321,-3.309,5.62,3.4,3164.85,5.42
13429.0,0.316,2.745,1893.04,3.27,3321.57,30.97
13450.5,0.323,-5.645,2851.85,3.23,3275.53,56.2
13472.0,0.332,-7.704,3266.08,3.17,3317.8,81.15
13493.5,0.33,-5.286,3479.91,3.01,3733.1,105.34
13515.0,0.334,-7.692,3280.97,2.71,4465.76,127.87
13536.5,0.382,-11.069,2012.28,2.27,5247.25,147.39
13558.0,0.355,-8.119,-617.21,1.86,5877.52,163.18
13579.5,0.375,-19.481,-3626.9,1.68,6271.23,176.2
13601.5,0.36,-18.018,-5209.02,1.82,6385.96,-170.77
13623.0,0.36,-6.94,-4151.42,2.09,6176.21,-155.51
13644.5,0.359,-6.146,-1059.2,2.26,5636.7,-138.29
13666.0,0.364,-5.214,2019.92,2.27,4932.37,-120.42
13687.5,0.347,-4.533,3306.23,2.21,4599.46,-102.99
13709.0,0.365,-4.205,2614.43,2.2,5365.31,-86.09
13730.5,0.337,3.697,1057.98,2.33,7181.97,-68.78
13752.0,0.273,8.868,-345.56,2.54,9356.15,-49.97
13773.5,0.343,7.385,-1468.57,2.74,11227.62,-29.35
13795.0,0.35,-2.994,-2416.34,2.85,12299.17,-7.46
13817.0,0.325,-3.896,-2641.39,2.87,12287.43,14.95
13838.5,0.228,-29.694,-1271.07,2.8,11188.78,37.13
13860.0,0.346,-2.605,1695.61,2.66,9306.08,58.47
13881.5,0.333,-4.938,4820.27,2.43,7231.33,78.35
13903.0,0.343,-6.902,6027.68,2.14,5800.84,96.19
13924.5,0.345,-9.274,4091.4,1.83,5702.18,111.55
13946.0,0.347,-5.768,-353.39,1.61,6648.74,124.61
13967.5,0.328,0.572,-5024.05,1.55,7899.76,136.51
13989.0,0.295,-1.225,-7345.55,1.65,9030.61,148.71
14011.0,0.341,0.287,-6094.1,1.82,9831.32,162.16
14032.5,0.25,-22.039,-2104.23,1.99,10152.41,177.03
14054.0,0.28,-0.46,2375.99,2.12,9888.95,-166.92
14075.5,0.241,-33.579,5088.7,2.2,9022.47,-150.06
14097.0,0.314,-10.358,4947.34,2.24,7657.57,-132.75
14118.5,0.352,1.524,2440.56,2.25,6027.65,-115.29
14140.0,0.268,2.771,-836.1,2.23,4471.06,-97.9
14161.5,0.36,-0.25,-3145.03,2.17,3360.17,-80.74
14183.0,0.346,2.998,-3520.82,2.01,2867.16,-64.23
14205.0,0.328,2.362,-2059.41,1.55,2711.94,-49.59
14226.5,0.333,-4.429,388.76,0.2,2508.29,-40.23
14312.5,0.35,-4.897,1421.49,1.18,3216.16,-80.24
14334.0,0.337,-2.94,-1395.87,1.69,4915.78,-68.26
14355.5,0.32,-4.347,-3646.48,1.95,6935.98,-53.97
14377.0,0.25,-5.212,-4341.46,2.17,8986.61,-37.94
14399.0,0.305,0.919,-3483.24,2.36,10715.8,-20.3
14420.5,0.329,-2.593,-1815.23,2.49,11768.61,-1.36
14442.0,0.28,-3.179,-15.09,2.54,11894.36,18.3
14463.5,0.242,-2.36,1757.74,2.52,11061.52,38.05
14485.0,0.232,-1.302,3452.37,2.46,9573.12,57.4
14506.5,0.23,-3.634,4553.17,2.4,8205.26,76.2
14528.0,0.238,-4.525,4269.4,2.38,8088.7,94.67
14549.5,0.199,-0.863,2399.08,2.4,9555.18,113.18
14571.0,0.238,-13.08,-262.63,2.43,11686.49,131.93
14593.0,0.242,-10.066,-2517.45,2.43,13531.81,150.82
14614.5,0.17,7.573,-3672.22,2.39,14552.19,169.58
14614.5,0.177,10.225,-3672.22,2.39,14552.19,169.58
14636.0,0.145,-11.539,-3768.81,2.33,14533.69,-172.09
14636.0,0.156,8.065,-3768.81,2.33,14533.69,-172.09
14657.5,0.159,-32.393,-3160.19,2.26,13504.83,-154.33
14657.5,0.159,3.951,-3160.19,2.26,13504.83,-154.33
14679.0,0.19,-36.247,-2040.68,2.24,11699.2,-136.98
14679.0,0.187,3.774,-2040.68,2.24,11699.2,-136.98
14700.5,0.167,-66.435,-446.73,2.29,9585.88,-119.52
14700.5,0.166,-0.011,-446.73,2.29,9585.88,-119.52
14722.0,0.156,-65.541,1317.77,2.38,7990.01,-101.45
14722.0,0.15,2.169,1317.77,2.38,7990.01,-101.45
14743.5,0.141,-12.048,2533.56,2.5,7898.95,-82.52
14743.5,0.144,7.663,2533.56,2.5,7898.95,-82.52
14765.0,0.229,4.044,2538.68,2.59,9281.07,-62.72
14765.0,0.23,10.576,2538.68,2.59,9281.07,-62.72
14787.0,0.138,-29.322,1334.64,2.65,11056.77,-42.3
14787.0,0.147,3.755,1334.64,2.65,11056.77,-42.3
14808.5,0.085,-60.885,-216.01,2.67,12329.16,-21.59
14808.5,0.082,-0.007,-216.01,2.67,12329.16,-21.59
14830.0,0.217,-119.338,-967.9,2.66,12653.23,-0.89
14830.0,0.222,-7.851,-967.9,2.66,12653.23,-0.89
14851.5,0.222,-100.642,-385.4,2.66,11932.5,19.75
14851.5,0.222,-4.184,-385.4,2.66,11932.5,19.75
14873.0,0.169,-91.717,1006.94,2.68,10351.1,40.46
14873.0,0.172,-3.068,1006.94,2.68,10351.1,40.46
14894.5,0.153,-103.283,2161.18,2.7,8336.23,61.35
14894.5,0.157,-4.832,2161.18,2.7,8336.23,61.35
14916.0,0.198,-111.11,2347.67,2.72,6536.78,82.41
14916.0,0.189,-6.875,2347.67,2.72,6536.78,82.41
14937.5,0.174,-32.777,1461.83,2.74,5660.15,103.57
14937.5,0.183,4.762,1461.83,2.74,5660.15,103.57
14959.0,0.217,-111.057,-137.55,2.77,5791.55,124.88
14959.0,0.204,-7.727,-137.55,2.77,5791.55,124.88
14981.0,0.202,-120.938,-1831.81,2.81,6204.48,146.54
14981.0,0.19,-8.777,-1831.81,2.81,6204.48,146.54
15002.5,0.163,-130.891,-2996.74,2.84,6273.97,168.56
4720.5,0.353,-39.369,1738.58,4.72,5250.37,-167.48
3880.0,0.367,-38.38,6.39,0.19,613.79,89.07
3944.5,0.366,-9.782,525.23,2.58,6827.67,52.3
3966.0,0.373,-14.021,-2138.89,6.02,9684.98,93.0
3987.5,0.41,-15.619,-6026.91,6.7,11915.01,145.8
4009.0,0.367,-14.676,2391.72,6.33,13045.91,-163.08
4031.0,0.397,-53.336,14261.73,5.99,13302.44,-116.0
4052.5,0.377,-50.309,11373.78,5.89,12925.33,-70.09
4074.0,0.255,-35.09,-6824.35,5.86,12127.33,-24.6
4095.5,0.39,-46.197,-22704.93,5.82,10908.96,20.89
4117.0,0.447,-3.874,-19489.49,4.21,8937.29,65.72
4181.5,0.342,-9.048,19082.98,4.86,4070.62,82.61
4203.0,0.371,-35.181,6668.27,5.76,4221.55,126.57
4225.0,0.439,-6.078,-2485.44,5.58,4396.44,171.96
4246.5,0.411,-4.725,-6184.05,4.15,4114.79,-146.81
4268.0,0.429,-7.159,-9162.36,0.5,3405.17,-123.65
4289.5,0.378,-7.12,-10541.48,0.37,2533.83,-139.06
4311.0,0.434,-5.053,-6134.96,3.84,1888.56,-117.93
4332.5,0.366,-10.88,1541.11,4.36,1738.93,-79.49
4354.0,0.425,-9.407,5917.31,1.16,2149.42,-50.22
4375.5,0.408,-10.116,6473.42,0.87,2889.97,-61.46
4397.0,0.292,-29.559,6290.37,4.67,3604.64,-36.76
4419.0,0.429,-6.989,3139.71,6.35,4112.42,11.04
4440.5,0.257,-49.827,-3490.87,6.41,4507.78,61.74
4462.0,0.394,-9.473,-6615.83,6.08,4800.7,110.58
4483.5,0.432,-5.11,-2514.75,5.53,4926.33,156.09
4505.0,0.325,-40.51,3618.79,4.56,4870.51,-163.66
4526.5,0.345,-52.311,4708.13,3.66,4614.06,-133.08
4548.0,0.32,-21.968,765.3,3.98,4489.85,-106.82
4569.5,0.315,-52.207,-2615.12,5.08,4748.2,-71.35
4591.0,0.339,-30.571,-4305.46,5.83,5013.28,-27.96
4613.0,0.282,-54.912,-5749.2,6.11,4944.77,19.07
4634.5,0.233,-37.595,-4366.3,6.11,4420.57,66.85
4656.0,0.333,-49.181,2196.21,6.06,3528.11,113.85
4677.5,0.281,-52.717,9400.26,5.86,2616.69,160.97
4742.0,0.397,-9.387,-4979.2,6.83,1320.84,151.8
